t,y,x,phi
0.0,0.0,0.0,0.0
6.66666666667e-05,-0.0121401464284,-0.00723980039343,-7.61473596379e-05
0.000133333333333,-0.0322486715483,-0.0032255010461,-0.000200617977926
0.0002,-0.0412097874823,-0.0129774205767,-6.33181428917e-05
0.000266666666667,-0.0561711864072,-0.0311373963374,0.000538967723746
0.000333333333333,-0.0837773458843,-0.0483463614802,0.000245369659896
0.0004,-0.0914410672747,-0.0666169039311,0.000582721675041
0.000466666666667,-0.118876909593,-0.0784047754446,0.000430271960889
0.000533333333333,-0.146457777655,-0.0798711762617,0.000392005613835
0.0006,-0.1608020156,-0.0998876119801,0.00124881589058
0.000666666666667,-0.183803177743,-0.116903160045,0.000771794206984
0.000733333333333,-0.199927609194,-0.137928362258,0.00107891061077
0.0008,-0.221053359195,-0.132907062442,0.0011472484802
0.000866666666667,-0.25092698014,-0.136633034534,0.0012430383297
0.000933333333333,-0.279578613087,-0.146300568547,0.0014809983228
0.001,-0.309434168071,-0.141565363371,0.00106148681941
0.00106666666667,-0.334728048316,-0.150934501424,0.00139427537442
0.00113333333333,-0.360885631723,-0.150508933234,0.00120192097552
0.0012,-0.385924710709,-0.158331114873,0.00137455608349
0.00126666666667,-0.415908244464,-0.149396291947,0.000907620778682
0.00133333333333,-0.441488448434,-0.164289429447,0.0011671253149
0.0014,-0.477827798234,-0.165468881162,0.000849954204064
0.00146666666667,-0.507044070533,-0.163109419059,0.000622476259657
0.00153333333333,-0.539919983837,-0.14470639377,0.000341659428457
0.0016,-0.560141581007,-0.144056265822,0.000509083472862
0.00166666666667,-0.591319381707,-0.145945970454,-9.34664684684e-05
0.00173333333333,-0.619442502621,-0.155077130427,-0.000228016364135
0.0018,-0.651117144272,-0.143362570033,-0.00029783919722
0.00186666666667,-0.679016546545,-0.122124827156,-0.000291444349152
0.00193333333333,-0.705199850059,-0.119469906524,-0.000230329701388
0.002,-0.722011296493,-0.118429363456,-0.000442589571865
0.00206666666667,-0.751022525184,-0.113886344017,8.08000815957e-06
0.00213333333333,-0.775668475523,-0.102650365764,-2.10234066236e-05
0.0022,-0.80189323561,-0.0947636832052,8.73668364503e-05
0.00226666666667,-0.820503710831,-0.0861706996011,-0.000434058692282
0.00233333333333,-0.847902343477,-0.0688521169798,-5.89689846275e-05
0.0024,-0.864466232599,-0.0595253422866,0.000165452754503
0.00246666666667,-0.886155883938,-0.0521966782793,0.000160045567287
0.00253333333333,-0.89890606475,-0.0428149277065,-0.000153549983132
0.0026,-0.915503658971,-0.0324672662333,-0.000281465988445
0.00266666666667,-0.93185383298,-0.0250153006649,-0.000422456585761
0.00273333333333,-0.944880660536,-0.0208348496127,-0.000375923910251
0.0028,-0.958894670732,-0.0158726105127,-0.000143388809789
0.00286666666667,-0.968925739819,-0.00719663772438,-0.000425350340119
0.00293333333333,-0.983990592567,0.0246169601363,-0.000351509555574
0.003,-0.9937566957,0.0366555833823,-0.000450718002347
0.00306666666667,-0.994570659834,0.025793359297,-9.83598856752e-05
0.00313333333333,-1.00494608154,0.0176352286162,-0.00018911554892
0.0032,-1.01300097231,0.029071980377,-1.53144696628e-05
0.00326666666667,-1.01903493262,0.054246831886,-5.57548422581e-05
0.00333333333333,-1.02235033653,0.0723549012486,4.39043188451e-05
0.0034,-1.02659387269,0.0785564218322,-0.000247523498184
0.00346666666667,-1.02797646678,0.0819906814204,-0.000134327793414
0.00353333333333,-1.0275176715,0.0966262586622,-4.55949519932e-05
0.0036,-1.02340426775,0.107095270723,0.000291603335656
0.00366666666667,-1.0296349466,0.130282593939,-0.000416787379279
0.00373333333333,-1.02025441102,0.126293828286,5.19148515494e-05
0.0038,-1.02049471124,0.137210478732,0.000179785362679
0.00386666666667,-1.01082381257,0.153781746833,4.46846185476e-05
0.00393333333333,-1.00740287207,0.170290797249,0.000166496437353
0.004,-0.999012119125,0.191835796957,0.000311198171014
0.00406666666667,-0.988508363666,0.207293699686,2.08939792164e-05
0.00413333333333,-0.980166988392,0.220490886091,0.000165532810507
0.0042,-0.965836798626,0.2310116309,0.000116769362931
0.00426666666667,-0.951760137862,0.231017038835,-0.000134807940416
0.00433333333333,-0.934277238688,0.231430200017,-0.000154710757545
0.0044,-0.919926621648,0.242920778338,-6.2988228933e-08
0.00446666666667,-0.910428176428,0.261341695188,-2.84767783059e-05
0.00453333333333,-0.890224404584,0.272271981201,-6.72756927973e-06
0.0046,-0.864862975267,0.27516005135,0.000101180703727
0.00466666666667,-0.847140663819,0.290639703356,4.1820942703e-05
0.00473333333333,-0.828178326068,0.311882250192,0.000135389977073
0.0048,-0.804200908332,0.314550062258,0.000340628804758
0.00486666666667,-0.777396057669,0.326236994866,0.000111080492221
0.00493333333333,-0.754337770911,0.332920006796,0.000216387109539
0.005,-0.726008252771,0.332170664694,0.000534099730786
0.00506666666667,-0.70840909127,0.341625443704,0.000228161637208
0.00513333333333,-0.673971928118,0.334337358335,0.000915556792608
0.0052,-0.641736729697,0.341631176707,0.000850547349643
0.00526666666667,-0.612146260538,0.349035315535,0.00125103669714
0.00533333333333,-0.580860706676,0.358135743977,0.00145004260418
0.0054,-0.554881532666,0.351140226418,0.00200519251602
0.00546666666667,-0.527169159859,0.352772492604,0.00218031698643
0.00553333333333,-0.49847217705,0.363511637456,0.00218383771674
0.0056,-0.468896908055,0.365733239572,0.00260750293981
0.00566666666667,-0.439208326478,0.375049584018,0.00267796010323
0.00573333333333,-0.412235163137,0.363992342627,0.00315534006925
0.0058,-0.386773528186,0.359853388957,0.00289286401039
0.00586666666667,-0.354472502817,0.346225913481,0.00367282074598
0.00593333333333,-0.326375807052,0.349034835918,0.0034156789858
0.006,-0.309213179995,0.366606026078,0.00343485591984
0.00606666666667,-0.282664508095,0.376288619706,0.00330815144986
0.00613333333333,-0.251228176118,0.361783076246,0.00352533530167
0.0062,-0.228195345026,0.351279359877,0.00319417469551
0.00626666666667,-0.204097656128,0.342494815421,0.00318743724538
0.00633333333333,-0.188212090063,0.34435961285,0.00245826915965
0.0064,-0.166025517377,0.339234745011,0.00273721535227
0.00646666666667,-0.144237150641,0.331506253764,0.0024517715064
0.00653333333333,-0.127906244844,0.329599041873,0.00193454946222
0.0066,-0.109627755639,0.319645393129,0.00217543672087
0.00666666666667,-0.0875840274575,0.321603442217,0.00197502149356
0.00673333333333,-0.0800940051949,0.326236279967,0.00168667144657
0.0068,-0.0657947825885,0.327992035741,0.00121330064672
0.00686666666667,-0.0432332822012,0.31186212734,0.00136618006545
0.00693333333333,-0.0244626721207,0.301732088687,0.00101888658267
0.007,-0.0134346863999,0.291210371257,0.000908093311245
0.00706666666667,-0.00201596328826,0.29278839919,0.000609389876874
0.00713333333333,0.0148881460338,0.285529559758,0.00110700738079
0.0072,0.0238898233368,0.282507077774,0.000438249335963
0.00726666666667,0.0411289685402,0.256021121081,0.000840255203719
0.00733333333333,0.0475417687067,0.250538768318,0.000636461054941
0.0074,0.0575878657563,0.246470304247,0.000347409679045
0.00746666666667,0.063629222559,0.252189039755,0.00076816192349
0.00753333333333,0.0622513548283,0.253212847814,0.000400488696914
0.0076,0.071929544857,0.238984136787,-1.93010713768e-05
0.00766666666667,0.0828436972056,0.21498876311,0.000194403598123
0.00773333333333,0.082739986971,0.216720828127,0.000212944136621
0.0078,0.0889652091127,0.213025538822,0.000440393860844
0.00786666666667,0.086199511796,0.197998076011,-0.000156242511977
0.00793333333333,0.0895762634857,0.177785924643,-4.93187588404e-05
0.008,0.0883797945228,0.175071657463,-0.000235619759623
0.00806666666667,0.088802022564,0.17308898637,-1.66021785991e-05
0.00813333333333,0.0859955787474,0.165760687941,-0.000226232804159
0.0082,0.0820182058558,0.141320667611,-2.30769277083e-05
0.00826666666667,0.080533524082,0.119506143647,-0.000198757665308
0.00833333333333,0.0783970931866,0.101230113802,8.03020355723e-06
0.0084,0.0675921780717,0.102868430988,-0.000247139048564
0.00846666666667,0.0540316150232,0.0971332090512,-0.000444650000267
0.00853333333333,0.0462823206317,0.067561540414,-0.000151628444148
0.0086,0.0407686880677,0.049674002061,-0.000188195787775
0.00866666666667,0.0274128452508,0.0478022380879,2.73701194457e-05
0.00873333333333,0.0150089683703,0.038756755751,6.76056641049e-06
0.0088,0.00543058708054,0.0100031990163,-0.000201645721145
0.00886666666667,-0.00895259454096,0.0021853071389,-8.61867842519e-05
0.00893333333333,-0.0218875602969,-0.00213079086381,9.22716709474e-05
0.009,-0.0393736391196,-0.00967005979724,-0.000125348269478
0.00906666666667,-0.0457060518701,-0.0219891449429,0.000569682214323
0.00913333333333,-0.07414331036,-0.0363361524933,5.53238864511e-05
0.0092,-0.0851151371579,-0.0498117951496,0.000420715846383
0.00926666666667,-0.103056355229,-0.0702212459082,0.000280618929539
0.00933333333333,-0.1177581386,-0.078003689375,0.00063969831966
0.0094,-0.144246294179,-0.0822547457646,0.000602716175848
0.00946666666667,-0.165207585298,-0.0993290413426,0.00101915351744
0.00953333333333,-0.187159964005,-0.117397355727,0.000967955192572
0.0096,-0.202839662554,-0.13548335227,0.00114135799949
0.00966666666667,-0.227694310649,-0.136206488214,0.00122873747354
0.00973333333333,-0.254779901038,-0.127447702739,0.00083793844874
0.0098,-0.282032283836,-0.136810658149,0.00116448786091
0.00986666666667,-0.30773931263,-0.141582458488,0.00112543590704
0.00993333333333,-0.339571470405,-0.152267880616,0.00103578637489
0.01,-0.36357693953,-0.154183382044,0.00121294065104
0.0100666666667,-0.385303771594,-0.154567161705,0.00133129818645
0.0101333333333,-0.409188083888,-0.160380854225,0.00153478095447
0.0102,-0.442328782691,-0.157681109869,0.000964791248823
0.0102666666667,-0.474648280664,-0.162380722733,0.000989406275508
0.0103333333333,-0.507225007034,-0.151213232669,0.000615999649993
0.0104,-0.545332842409,-0.131346147918,0.000209020106011
0.0104666666667,-0.569605027702,-0.134219239894,-1.74428394872e-05
0.0105333333333,-0.594858735018,-0.145138085806,-1.01947740031e-05
0.0106,-0.620774097608,-0.145199699614,-0.000126532066968
0.0106666666667,-0.6560716266,-0.124616811979,-0.000193478933853
0.0107333333333,-0.681853826082,-0.113243430203,-0.000137710814755
0.0108,-0.708963587168,-0.109073370505,-0.000334534537329
0.0108666666667,-0.737754412424,-0.112005997134,-0.000423592680965
0.0109333333333,-0.760221643366,-0.109216037959,-0.00019680188683
0.011,-0.789489962995,-0.0907830703718,-0.000163274748934
0.0110666666667,-0.814897546644,-0.0878733351454,-0.000402229510845
0.0111333333333,-0.835551128014,-0.0762536932461,-0.000356730004104
0.0112,-0.860257821893,-0.0569663426959,0.000113456291389
0.0112666666667,-0.873316230053,-0.048994388462,-0.000286362221588
0.0113333333333,-0.89060047009,-0.0388740692799,-2.6618836966e-05
0.0114,-0.916013733577,-0.0309668950206,-0.00011414438024
0.0114666666667,-0.931739094861,-0.0181365714625,7.6227755337e-05
0.0115333333333,-0.941031247755,-0.0141168005287,-0.000122407055022
0.0116,-0.951869726004,-0.0170286885968,-0.000238906706975
0.0116666666667,-0.965013308902,-0.0117248632319,-0.000289685284128
0.0117333333333,-0.986045597395,0.0120211936342,-0.000365028736761
0.0118,-0.992908240127,0.0392333869429,-6.25466332188e-05
0.0118666666667,-0.995979985018,0.0342936972571,6.39241901086e-05
0.0119333333333,-1.00104454892,0.025234570782,-0.000159055136039
0.012,-1.00429443405,0.0276976161514,-1.2948499542e-05
0.0120666666667,-1.01374306219,0.0502473651731,-0.000279016281743
0.0121333333333,-1.01807101882,0.0711453166069,0.000155390685028
0.0122,-1.02109808208,0.082388631005,-4.96666178917e-05
0.0122666666667,-1.02515841714,0.0839977343751,2.71038168679e-05
0.0123333333333,-1.02053229148,0.0879731586861,0.000278102048713
0.0124,-1.02467217723,0.112384815026,5.09871240082e-05
0.0124666666667,-1.02112167473,0.120979355544,0.000284930244171
0.0125333333333,-1.01691641144,0.128545982179,0.000102439576117
0.0126,-1.01690119148,0.137453127159,2.92717564127e-05
0.0126666666667,-1.01612907792,0.149846141843,6.40727219076e-05
