t,u_x,u_y,u,v_x,v_y,v
0.00706666666667,-0.000795730558226,0.00117278003263,0.290854776668,-0.00198499509834,0.00174349276957,-0.026143710998
0.00713333333333,-0.00105270398653,0.000808751355815,0.299452340617,-0.00204755176399,0.00180441164523,-0.0118707328644
0.0072,-0.00108179753235,0.00118941886964,0.288860937708,-0.00204370413216,0.00136969689653,0.00809193041233
0.00726666666667,-0.000998454269972,0.000969776232181,0.281393141305,-0.00183304187873,0.00162253886447,0.015100614108
0.00733333333333,-0.00097905202603,0.000820218052593,0.262722155804,-0.00200099272485,0.0017056693471,0.0269794693923
0.0074,-0.00112670886978,0.0012436790941,0.245123506126,-0.00170259115585,0.00146372179497,0.0378133830855
0.00746666666667,-0.00120409149097,0.000798265587994,0.247228546396,-0.00165748617876,0.00167935759951,0.0443048715783
0.00753333333333,-0.00139128909454,0.00078512909172,0.262418344059,-0.00195693848143,0.00144625260689,0.0569034734244
0.0076,-0.000820623053856,0.000864426162144,0.248192239943,-0.00159949573865,0.00152883230467,0.0538610726989
0.00766666666667,-0.00105789627983,0.000866169789483,0.232941874421,-0.00166271992129,0.00149445355389,0.0647720646793
0.00773333333333,-0.000643562053963,0.000162368613946,0.216675381443,-0.00137818929178,0.00172664881309,0.0656187026493
0.0078,-0.0006566075305,0.000751943805742,0.208491144601,-0.0012608634292,0.00146961073479,0.0705144657993
0.00786666666667,-0.00114416055405,0.000445661433811,0.217554867781,-0.00117606471797,0.00170016503913,0.070114448971
0.00793333333333,-0.00120548047454,0.000488024892119,0.19934557429,-0.00121152925737,0.00137106529929,0.0777413550217
0.008,-0.000842236065601,0.000254396006443,0.17423694674,-0.000816044524598,0.00121264040712,0.0746593747894
0.00806666666667,-0.000961938040123,6.97926809345e-05,0.170083426987,-0.00112951091473,0.00171842952044,0.0744057476732
0.00813333333333,-0.00102854061941,0.000307083804866,0.171195468022,-0.000953769225276,0.0010323218296,0.0767391936854
0.0082,-0.000538626907678,-0.000132289776153,0.159792156766,-0.00113017514096,0.00131669947761,0.0737137601929
0.00826666666667,-0.000540154189756,0.000288050045318,0.129806157209,-0.000987808971046,0.00116848899272,0.068422508442
0.00833333333333,-0.00109829873408,-1.69410653265e-05,0.12288891529,-0.000852536925611,0.00111278153749,0.0698885386691
0.0084,-0.000559980320541,5.20205173631e-05,0.0912913171792,-0.00082643099665,0.00127862518458,0.0581564390017
0.00846666666667,-0.000783220582884,-9.21762702889e-05,0.0957913904162,-0.000511864479654,0.000959188799411,0.0524819428696
0.00853333333333,-0.00050429963503,-0.000172372074977,0.0864706909286,-0.000361702865902,0.00152297469966,0.0283678035714
0.0086,-0.000970487544605,-0.000505371064621,0.0725062767266,-0.000489337689422,0.00116187829585,0.0251105324508
0.00866666666667,-0.00091298892467,-8.84443782549e-05,0.0452984180624,-0.000453601903503,0.00098231970985,0.0245975515345
0.00873333333333,-0.000864045352652,-0.000437092794291,0.0512894826895,-0.000525899672183,0.000580995732142,0.016522270703
0.0088,-0.000524729480445,-0.000317347501662,0.0333033113167,-0.000280662211053,0.000846860393415,-0.00773145577304
0.00886666666667,-0.000494281375042,-0.000288393063152,0.00450745279076,0.00014168487055,0.000888552515306,-0.0242215846614
0.00893333333333,-0.000850589512762,-0.000477268186349,0.00481890415431,-0.000255620838241,0.000581335195653,-0.0286521596361
0.009,-0.0010674056436,-0.000478511768123,0.00196886309036,-0.000455477065251,-0.000178071980298,-0.027225918942
0.00906666666667,-5.59994848955e-05,-0.000414955690233,-0.019187933321,-0.000353572785376,0.000361329575988,-0.0535949231675
0.00913333333333,-0.000294063369011,-0.000439832702762,-0.0228721724169,-0.000492622835009,0.000437578055368,-0.0695386917712
0.0092,-0.000111527388939,-0.000464105092593,-0.0416465474714,-8.27188852696e-05,0.000153282557414,-0.0957614323839
0.00926666666667,-0.000220801419734,-0.000589440981545,-0.0534734315554,-0.000542222489936,0.000100843399496,-0.103325847321
0.00933333333333,-0.000603379859267,-0.00050071224649,-0.0651125575065,-0.000548125461922,-0.000173437137425,-0.117465168508
0.0094,-0.000144463046466,-3.60877717543e-05,-0.0849133188318,-0.000313147300646,-0.000518366489407,-0.137270247551
0.00946666666667,0.000233335083416,-0.00031934385672,-0.0897582414016,-0.000357571463943,-0.000393318618278,-0.161507011382
0.00953333333333,4.90205963977e-06,-0.000254178800422,-0.0984921604469,-0.000672248521587,-0.00047093481344,-0.182911052259
0.0096,-0.00011261873811,-0.000237572538973,-0.116673887658,-0.000560533709475,-0.00042110825153,-0.206603218343
0.00966666666667,-0.000216995384245,9.2214408944e-05,-0.135075092249,-0.000429498915375,-0.00101745296809,-0.219374194762
0.00973333333333,-9.47115359355e-05,-0.000126308250455,-0.133932550125,-0.000891030647421,-0.000693475786274,-0.245666812125
0.0098,0.000371555886287,-0.000536296107938,-0.135435082194,-0.0006744249373,-0.000412692540323,-0.278210101589
0.00986666666667,0.000977255788287,-0.0004058671837,-0.153744260404,-0.00108014907138,-0.000516262526334,-0.300017241918
0.00993333333333,0.00106152445353,-0.000684138026778,-0.15597259949,-0.00121832345802,-0.000118822563166,-0.332203668569
0.01,0.000729729689089,-0.000462031653572,-0.158359004498,-0.00141600545317,-0.00103258548279,-0.339975635567
0.0100666666667,0.00111500311378,-0.00033698708646,-0.166402849164,-0.0012362620017,-0.000370254703675,-0.380710838238
0.0101333333333,0.00108413560427,-0.000542730967269,-0.163158315064,-0.00121597095536,-2.87343789627e-05,-0.40992000768
0.0102,0.0013747684366,-0.00044209950348,-0.174693997543,-0.00139875871124,-8.80748826267e-05,-0.431986498607
0.0102666666667,0.00111271879758,-0.00101841131768,-0.170108582663,-0.00104291876806,0.000523443435168,-0.473752513426
0.0103333333333,0.00115035440003,-0.0011271377641,-0.169730912291,-0.00148496213816,0.000649186462962,-0.498469884335
0.0104,0.00184132990127,-0.000911798117078,-0.176939657001,-0.00107003719082,0.00108705418352,-0.539796886819
0.0104666666667,0.00162958158608,-0.00150859846288,-0.151185318391,-0.00103130553864,0.00138892227354,-0.57207452984
0.0105333333333,0.00202193139309,-0.00157140346031,-0.155565323566,-0.00139305829075,0.00174629323856,-0.596926362535
0.0106,0.00171388813892,-0.00122386663746,-0.170367338575,-0.00099096618591,0.00222433153413,-0.634669740617
0.0106666666667,0.00166219239192,-0.00160568579993,-0.16213851761,-0.00126969892183,0.00243843205781,-0.659458749263
0.0107333333333,0.00200243639571,-0.00146943068038,-0.152510216208,-0.00118061665781,0.00258747685946,-0.689573372852
0.0108,0.00158878668114,-0.00152776055178,-0.132105558574,-0.000997929377298,0.00284863433891,-0.721311831611
0.0108666666667,0.00193373750899,-0.00172235760744,-0.13354511027,-0.000880560777414,0.00247542825613,-0.740783647987
0.0109333333333,0.00178808785765,-0.00173660718738,-0.134642870113,-0.00094787314356,0.00406040911885,-0.787320445277
0.011,0.00216680100533,-0.00156841697612,-0.13843466479,-0.000699675122192,0.00354096475786,-0.803091343683
0.0110666666667,0.00180987666222,-0.00179210506417,-0.116252278261,-0.000734328412348,0.00404015754447,-0.837589850014
0.0111333333333,0.00187154747626,-0.00154510215339,-0.117914599128,-0.000689523167017,0.00383270283259,-0.86018660744
0.0112,0.00148004882085,-0.00169113332594,-0.0937087335208,-0.000824050836747,0.00394188713778,-0.87994156926
0.0112666666667,0.00165802705539,-0.00214898795854,-0.0808010592895,-0.000842832684789,0.00390320392648,-0.897795683976
0.0113333333333,0.00197596276769,-0.00179830090581,-0.0791602810237,-0.000848134320594,0.00385515350117,-0.912089493472
0.0114,0.00137718619585,-0.00191773402799,-0.0613753426524,-0.000962438648842,0.00369659555503,-0.924945450701
0.0114666666667,0.00149365196878,-0.00199607354064,-0.0542778861884,-0.000890848994695,0.00386912276919,-0.949856916808
0.0115333333333,0.00158742017725,-0.00211733203397,-0.0435825051145,-0.000900882924933,0.00417711166176,-0.969390156547
0.0116,0.00154825873615,-0.00201098034961,-0.0363612489196,-0.000731377478062,0.00397898539272,-0.981017039495
0.0116666666667,0.0018333301789,-0.00208337608474,-0.0385155080313,-0.000772012194383,0.00363896229109,-0.9851519452
0.0117333333333,0.00145529831917,-0.00150706650573,-0.0344918117679,-0.000891593499927,0.00354088153812,-0.999488473534
0.0118,0.00124650856221,-0.00182844209595,-0.00539148719022,-0.00100688500999,0.00376125632328,-1.01609086299
0.0118666666667,0.00178361117897,-0.00168507234916,0.0096523708031,-0.00118290707878,0.00395246774499,-1.0264803012
0.0119333333333,0.00164963054179,-0.00209988962237,0.0196950608772,-0.00158733031273,0.00372457495432,-1.02338401979
0.012,0.00169123778097,-0.00165516272661,0.00238931584068,-0.00113717194025,0.00347785630984,-1.03404976499
0.0120666666667,0.00168012900506,-0.00189060004083,0.00645052789108,-0.00141948458312,0.00366354211901,-1.03604498937
0.0121333333333,0.00203085636624,-0.00192000709431,0.0251834439287,-0.0014331910349,0.00326812879447,-1.0385805954
0.0122,0.00134236024834,-0.00149726233538,0.0540536453373,-0.00162228837562,0.00354811812023,-1.04719956482
0.0122666666667,0.00144105575227,-0.0014645340446,0.0600864076127,-0.00200603149106,0.00350172077264,-1.04314903032
0.0123333333333,0.00173808043143,-0.00158520475565,0.0589076709785,-0.00190635714889,0.00381960208797,-1.05218696987
0.0124,0.00167768355885,-0.00148361728622,0.0660600507029,-0.00183640883394,0.00330965526566,-1.04113985466
0.0124666666667,0.00178500891653,-0.00141124017734,0.0871070643066,-0.00162397986617,0.00298249848892,-1.04393090998
0.0125333333333,0.00207710366807,-0.001515478876,0.0971953402452,-0.00187094296564,0.00352610161722,-1.04688653104
0.0126,0.00169188629032,-0.00124825206097,0.102960605658,-0.00163286979477,0.00373600094201,-1.04561900967
0.0126666666667,0.00185872492632,-0.00131943091504,0.105178687859,-0.00191514686649,0.00426901231083,-1.05143668166
0.0127333333333,0.00136886569726,-0.00141052592539,0.130609012369,-0.0019112721956,0.00318364213297,-1.03099782851
0.0128,0.0010283091067,-0.00113950405386,0.154715401535,-0.00195796865865,0.00379018049065,-1.03458745942
0.0128666666667,0.000918557271429,-0.000988382335252,0.176759040084,-0.0018547576655,0.00327395622032,-1.01931522554
0.0129333333333,0.00149520006528,-0.0011375698813,0.186988751524,-0.00205114725372,0.0040340675167,-1.02238348968
0.013,0.00121251385484,-0.0012255098788,0.207003567641,-0.00222227271088,0.00414592620004,-1.01101584865
0.0130666666667,0.00127083606045,-0.000602724246309,0.206828889744,-0.00217985160027,0.0044349190786,-1.0066148716
0.0131333333333,0.0013411793582,-0.000652876940726,0.223296785008,-0.00244524808594,0.00455267169122,-0.995850472197
0.0132,0.000982884188494,-0.000492534576137,0.221861654781,-0.00194785041436,0.00471200069781,-0.991448377966
0.0132666666667,0.00123514577465,-0.000539914932626,0.222800072441,-0.0018899597663,0.00459121837871,-0.972665079334
0.0133333333333,0.00103718418969,-0.000523298987983,0.240072575886,-0.00226598053451,0.00509376131461,-0.956266023361
