t,u_x,u_y,u,v_x,v_y,v
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.66666666667e-05,-0.000874531436561,-0.000280250810516,-0.00338793294337,5.94927546117e-05,0.00052210571189,-0.0227423046669
0.000133333333333,-0.000947412618614,-0.000506400030617,-0.0016638434879,-0.000455077925147,0.000269615327209,-0.0289974083101
0.0002,-0.000724614098565,-0.000373012917368,-0.00737516869495,-0.000337985473179,0.00049458941538,-0.0465232565977
0.000266666666667,-0.000229626230694,-0.000720162066698,-0.016211303228,-0.000494238274859,-0.000739309459851,-0.042278992146
0.000333333333333,-0.000435742144588,-0.000213914173291,-0.0335028312266,-0.000426534129577,-0.000333992147715,-0.0705763168365
0.0004,-0.000809370431198,-0.000257723032033,-0.0442431528828,-0.000393857840594,-0.000480004737535,-0.091675935666
0.000466666666667,-0.000264439126048,-6.25700234412e-06,-0.0751395062218,-0.000398360509702,-0.000627602748746,-0.106720276266
0.000533333333333,-0.000445980210828,-0.000471938449067,-0.073678428096,-1.6328447847e-05,-0.00078969605253,-0.132414367705
0.0006,-0.000351413287247,-0.00026374740124,-0.0819971665582,-0.000295289325181,-0.000330524644928,-0.159130764434
0.000666666666667,3.60215710493e-05,9.6195881109e-05,-0.105523444191,-0.00072327336177,-0.000459230750535,-0.178912826596
0.000733333333333,-0.000163466958057,-0.000311747593761,-0.118084756916,-0.000426204179468,-0.000375427211206,-0.206202365152
0.0008,0.000269938212917,-0.000358897390266,-0.136109277257,-0.000883319265466,-0.00101922961171,-0.209143541598
0.000866666666667,0.000224567965786,-5.82748771977e-05,-0.140128523902,-0.000577883863977,-0.000925001878162,-0.23923010911
0.000933333333333,0.000371365885389,-0.000214677981902,-0.142737936907,-0.000878457325184,-0.00100118962975,-0.26339041321
0.001,0.000294117018945,-0.000255649048052,-0.144845941959,-0.0007913525256,-0.000175730713805,-0.307504702537
0.00106666666667,0.000334875062464,-0.000409893411489,-0.145411780138,-0.000924371456491,-0.000661069854369,-0.327649673005
0.00113333333333,0.00062802155532,-0.000477785102949,-0.155615149027,-0.00136438053081,6.12915412486e-05,-0.360773156603
0.0012,0.000979345054843,-0.000211539417054,-0.169396525005,-0.00133346166694,-0.000457481119902,-0.377293718941
0.00126666666667,0.00144523453023,-0.000600451520799,-0.172722016449,-0.00114741719261,-8.66459054876e-05,-0.412054629186
0.00133333333333,0.00093586871523,-0.000472154707318,-0.165146392678,-0.0012654355313,7.00510248457e-05,-0.436222941817
0.0014,0.00140282500158,-0.000960716550587,-0.176393010339,-0.00124319605337,0.0002407304365,-0.463377547362
0.00146666666667,0.00167946820665,-0.000703356771943,-0.18661073008,-0.00126140175539,0.000366510889416,-0.497278918706
0.00153333333333,0.00142843728904,-0.000846243088817,-0.181267411065,-0.000975632355816,0.00109340734449,-0.538708352584
0.0016,0.00186582354798,-0.00132502070447,-0.165567885205,-0.00139391510042,0.00116316674556,-0.559929954273
0.00166666666667,0.00154333798818,-0.00122856028825,-0.157133431396,-0.00118972056732,0.00176047404697,-0.596178798255
0.00173333333333,0.00193207320876,-0.00160947573344,-0.168062803858,-0.00125581831448,0.00182820061753,-0.616347558629
0.0018,0.00158493801555,-0.00117861252602,-0.177251735279,-0.000671810751814,0.00243878723225,-0.66228758548
0.00186666666667,0.00171722986573,-0.00141225172838,-0.163456906611,-0.000795429418786,0.00258538286554,-0.690994264254
0.00193333333333,0.00154612659953,-0.00131668497387,-0.146963160771,-0.000566221633034,0.00292760719734,-0.723984820129
0.002,0.00160037753971,-0.00187690599961,-0.137589785393,-0.00107645331638,0.00336004108706,-0.7457214527
0.00206666666667,0.00143865242503,-0.00159892504604,-0.136685603217,-0.000825480591653,0.00345883595054,-0.769072170359
0.00213333333333,0.00170235722119,-0.00152237310181,-0.142674479592,-0.000758105162715,0.0035478365133,-0.791013685785
0.0022,0.00224271497095,-0.00139195982998,-0.142828995193,-0.000617121337614,0.00352127272099,-0.820115542766
0.00226666666667,0.00204598240706,-0.00168020334018,-0.130455966352,-0.000582381912436,0.00396750554817,-0.851215608255
0.00233333333333,0.00183425377704,-0.00183437011981,-0.110419434052,-0.0011153662054,0.00353462496458,-0.858147089054
0.0024,0.00182119671511,-0.00188659712281,-0.0982003978645,-0.000378820606029,0.00385306570275,-0.893264806552
0.00246666666667,0.00136532454021,-0.00167036884471,-0.0853042007233,-0.000795476777057,0.00362881494057,-0.896805844458
0.00253333333333,0.00147920864644,-0.00174919697424,-0.0779896292627,-0.000699910282001,0.00341905623836,-0.913952760142
0.0026,0.00133953248685,-0.00187712338774,-0.0660421484662,-0.000748176860206,0.00366497854587,-0.938163097209
0.00266666666667,0.00185205266668,-0.00193205023291,-0.0617674037845,-0.00088132661544,0.00431274995619,-0.963475052498
0.00273333333333,0.00148887156344,-0.00174468399672,-0.0506212391678,-0.000980549256184,0.00416014796804,-0.972624072151
0.0028,0.00148717486091,-0.00168043148992,-0.0474142926844,-0.000846544106273,0.00434928132525,-0.992712634825
0.00286666666667,0.00140141551995,-0.00183516555662,-0.0351115799747,-0.000622385612381,0.00428770501473,-1.00577977899
0.00293333333333,0.00172686019781,-0.0017576954658,-0.0283267154239,-0.00101826648253,0.00350626208208,-1.00143555298
0.003,0.000832485601191,-0.00166629045807,0.0116715942647,-0.00098636313311,0.00342556052931,-1.01489230736
0.00306666666667,0.00143300899738,-0.00187138347483,0.0151580211265,-0.00122900336026,0.00410198257884,-1.03209483017
0.00313333333333,0.00160405667372,-0.00188730091276,0.00387714427622,-0.00102985229717,0.00284070764511,-1.01811655829
0.0032,0.00223724822336,-0.00173192287028,-0.0121580896386,-0.00163520527875,0.00439120133649,-1.04439532263
0.00326666666667,0.00159897256249,-0.00181695578285,0.0134618947055,-0.00129358461937,0.00343106880131,-1.04260836943
0.00333333333333,0.00169231774027,-0.00174808551876,0.0331896726837,-0.0017576278934,0.00353726765787,-1.0438188636
0.0034,0.0018149785471,-0.00148048702461,0.0445403133748,-0.00133520564475,0.00327264657285,-1.05257011078
0.00346666666667,0.00171397681861,-0.00193048800271,0.0545443475665,-0.00152365886238,0.0038331277328,-1.05722382282
0.00353333333333,0.00184260312311,-0.00154067400967,0.0510334327351,-0.00157683893722,0.00327677005197,-1.04896560156
0.0036,0.00196227007448,-0.00161451957586,0.0682954101459,-0.00169751204546,0.00331490830308,-1.04966898517
0.00366666666667,0.00170908473109,-0.0014754327552,0.0870652010115,-0.00217786583991,0.00360846597492,-1.04537444064
0.00373333333333,0.00181917266069,-0.00160986434351,0.0986079239565,-0.0012608288703,0.00389784251224,-1.06286734162
0.0038,0.00181172308604,-0.00144868565951,0.101272919804,-0.00177467507283,0.00348401970081,-1.04132192555
0.00386666666667,0.00173104613296,-0.00128757036176,0.111304342092,-0.00175680165302,0.00373773890992,-1.04619685425
0.00393333333333,0.0015763482275,-0.00155749889535,0.136631854627,-0.00201931818125,0.00318161428278,-1.02418749228
0.004,0.00181307618673,-0.0012434106369,0.148734981032,-0.00212644238487,0.00363608666892,-1.0272476951
0.00406666666667,0.00125933171418,-0.00109054148551,0.180356017534,-0.00225652804365,0.00413150940025,-1.02657695225
0.00413333333333,0.00120583913251,-0.000873017364919,0.190479171414,-0.00237004877255,0.00370636460979,-1.00554479918
0.0042,0.00143977773164,-0.000740836850316,0.197004563898,-0.00239063162364,0.00433260644778,-1.00345334357
0.00426666666667,0.00158213399568,-0.000587049804452,0.201226692623,-0.00243254709194,0.00500154023171,-1.00212785777
0.00433333333333,0.00112040638959,-0.000886725455116,0.214203041771,-0.00249203530508,0.00443547338347,-0.977098664076
0.0044,0.000804468970058,-0.000387040358716,0.21305955278,-0.00216384549778,0.00453030217122,-0.96771411312
0.00446666666667,0.00088385010288,-0.000588103353172,0.228548185831,-0.00215687716122,0.0045157181623,-0.952496334347
0.00453333333333,0.00142869906206,-0.000572829018802,0.236390206696,-0.0026299657052,0.00513707237479,-0.941188842796
0.0046,0.00109407594619,-0.000257844021809,0.248436957282,-0.00238505834182,0.00456804266656,-0.914713236709
0.00466666666667,0.00127968634138,-0.000375295973108,0.251001561831,-0.00234639239944,0.00496254415272,-0.898859209127
0.00473333333333,0.000676889107216,-0.000321989347664,0.278962004311,-0.00230746726902,0.0050337683659,-0.882919116909
0.0048,0.00106119828588,-0.000314585359118,0.291413858067,-0.00270088764401,0.00498440167221,-0.8607906659
0.00486666666667,0.00136735463694,-1.36411116302e-05,0.290120216695,-0.00272097024042,0.00546954038584,-0.84420547055
0.00493333333333,0.000944775712072,6.76236439308e-07,0.307098717198,-0.00275161334232,0.00458091522914,-0.809763823604
0.005,0.000929995217685,0.000237023766151,0.307766180449,-0.00272974772844,0.00497469906552,-0.790291226948
0.00506666666667,0.00088200610398,0.000116966597214,0.318234652252,-0.00282802924115,0.00449015864511,-0.760941405725
0.00513333333333,0.00078505817954,2.57068561399e-05,0.318527980934,-0.00287952133636,0.00444919463132,-0.736817645896
0.0052,0.00171929298403,9.02526516763e-05,0.303774224945,-0.00305791175659,0.00417330023001,-0.707103103226
0.00526666666667,0.000788460806369,2.71939639355e-05,0.329397069937,-0.00337172803556,0.00315196392372,-0.656604657461
0.00533333333333,0.000874642623591,0.000120501597937,0.334549264176,-0.00287619878139,0.00347882630373,-0.64580540911
0.0054,0.000915735548721,0.000269853332771,0.342756825558,-0.00385688793228,0.00303551311819,-0.59765319657
0.00546666666667,0.0010118399304,5.70161275504e-05,0.342663259736,-0.00400795967335,0.00272719230242,-0.570172976269
0.00553333333333,0.00106294125468,0.000144825707247,0.349632267805,-0.00429700853262,0.00230738019861,-0.534686803763
0.0056,0.00134418545793,0.000418851306871,0.347465718112,-0.00380961603649,0.00207572473311,-0.511714671929
0.00566666666667,0.00100032544894,0.000574066724346,0.360256732244,-0.0042610739994,0.00189417119349,-0.477857910411
0.00573333333333,0.00078917200874,0.000817314797914,0.368348261735,-0.00387735658319,0.00138336029274,-0.448066038946
0.0058,0.00136759298184,0.000709621074323,0.350589266975,-0.00439697986091,0.00149208512072,-0.418996813065
0.00586666666667,0.000851492200256,0.000531963446716,0.355294847893,-0.00419961665337,0.00118111866248,-0.391182428301
0.00593333333333,0.00108291989345,0.00111492495359,0.338470098368,-0.00400876162341,0.000986551779334,-0.365662997056
0.006,0.000925989238863,0.000732700677542,0.351198909213,-0.00410845076534,0.000903159300382,-0.336073674079
0.00606666666667,0.000825170711853,0.000871763908356,0.367269637002,-0.00452172450189,0.000708776299674,-0.30685606316
0.00613333333333,0.000700206626121,0.00110245565501,0.372990978607,-0.00423618749403,0.000337651026794,-0.284191766808
0.0062,0.00063106780482,0.00144131693419,0.359082289621,-0.00406541156979,0.000396423497723,-0.253386684403
0.00626666666667,0.000230411295018,0.00153443838058,0.352629167037,-0.00386560510648,0.000413643696883,-0.23410825947
0.00633333333333,-9.73699147045e-05,0.00134196284435,0.35335749948,-0.00390825120905,0.00051341154604,-0.21038542597
0.0064,-0.000159560482113,0.00143806561376,0.344649806689,-0.00336789205095,-3.01174447527e-05,-0.183294011232
0.00646666666667,-0.000619734278452,0.00135281268679,0.352263229274,-0.00353147485235,0.000531798175415,-0.167938553165
0.00653333333333,-2.8284675658e-05,0.00150325461529,0.330121844457,-0.00352484446098,0.000515626042273,-0.144850778142
0.0066,-0.000378924932514,0.00124879822081,0.328371793315,-0.00313045302874,0.000964938397592,-0.134168356019
0.00666666666667,-4.27678647474e-05,0.0013675847669,0.313242796578,-0.00294402452554,0.000923106562793,-0.116366307867
0.00673333333333,-0.000277348926486,0.0013703941324,0.31785572545,-0.00307725630178,0.000344111103665,-0.0812725705635
0.0068,-0.000753565738902,0.00134259837002,0.326873506175,-0.00278527253184,0.000886494038082,-0.0799504046801
0.00686666666667,-0.000933372759047,0.00138389001396,0.328023202994,-0.00276945245762,0.00103695174651,-0.0606384163906
0.00693333333333,-0.00061551541103,0.0013961074934,0.313378358599,-0.00221865708064,0.00102458052392,-0.0510511620917
0.007,-0.000619024332241,0.00129320139214,0.295970923039,-0.00218304536677,0.00128165335556,-0.0313619090185
