t,v,u,phi
0.00206666666667,-0.728603023771,-0.13537042466,0.000335445404231
0.00213333333333,-0.749528003386,-0.134049179297,0.000436016159234
0.0022,-0.775006106398,-0.123508100304,0.000313815060555
0.00226666666667,-0.802745348213,-0.115775906263,0.000532902466614
0.00233333333333,-0.821847250548,-0.105810879569,0.000248583367537
0.0024,-0.84807497285,-0.0849810180126,0.000758781684113
0.00246666666667,-0.856346121001,-0.0829083307615,0.000388234721816
0.00253333333333,-0.876935691437,-0.0735001026744,0.000457704794647
0.0026,-0.898057276308,-0.0652672007152,0.000466356472116
0.00266666666667,-0.914843670381,-0.0541892752277,0.000439986840024
0.00273333333333,-0.926100054987,-0.0475454159027,0.000277758352804
0.0028,-0.942238123451,-0.0419217407932,0.00033836132744
0.00286666666667,-0.954908608797,-0.032130175218,0.000472478445526
0.00293333333333,-0.967300932324,-0.0221742477966,0.000276253906831
0.003,-0.98008031964,0.00268405547463,0.000140402261652
0.00306666666667,-0.990374810359,0.0168614947784,0.000177925482842
0.00313333333333,-0.99399451502,0.00717511599677,0.00021247020746
0.0032,-0.997516940571,-0.00423089744335,-0.000233526175721
0.00326666666667,-1.01194270304,0.0166258683156,6.18755688268e-05
0.00333333333333,-1.01492641196,0.0347773728141,-0.000165697745888
0.0034,-1.02271292206,0.0543923716954,-0.00010999215426
0.00346666666667,-1.02302538492,0.0584964899931,2.71561837423e-06
0.00353333333333,-1.02117684797,0.0582741016751,-0.000234427457549
0.0036,-1.02329485593,0.0765942653029,-0.000243940168444
0.00366666666667,-1.01557574473,0.0872734768265,-0.000653901769348
0.00373333333333,-1.02126487071,0.10731973074,-0.000164170633588
0.0038,-1.00948540084,0.106334574587,-0.000550486433763
0.00386666666667,-1.01102632431,0.118996894304,-0.000491928318315
0.00393333333333,-1.00127958916,0.13468133827,-0.000491683725541
0.004,-0.994920592181,0.151993021675,-0.00074180807739
0.00406666666667,-0.985888901265,0.172591129879,-0.000967337459299
0.00413333333333,-0.971179680309,0.18393098748,-0.00110325436578
0.0042,-0.959961547137,0.197648820957,-0.00104460391048
0.00426666666667,-0.946326867648,0.204607715515,-0.00119171313705
0.00433333333333,-0.93337030096,0.206450987601,-0.00104389788973
0.0044,-0.914346413541,0.205654291196,-0.00121807439725
0.00446666666667,-0.900338274465,0.220553766226,-0.00110254242468
0.00453333333333,-0.883496487879,0.234574297749,-0.00133639924551
0.0046,-0.862068525168,0.244938704119,-0.00134251005584
0.00466666666667,-0.839968532155,0.252939071403,-0.00122568527447
0.00473333333333,-0.819776719889,0.267138266162,-0.00137070878563
0.0048,-0.804623635929,0.286632295289,-0.0013797092274
0.00486666666667,-0.774999264648,0.28965928073,-0.00166516379702
0.00493333333333,-0.755431798595,0.299523997897,-0.00166419918999
0.005,-0.727101519942,0.301813315957,-0.00175866332931
0.00506666666667,-0.708122985148,0.309286302467,-0.00169389306349
0.00513333333333,-0.684129468847,0.306224908877,-0.00177224180283
0.0052,-0.659461915924,0.308331298332,-0.00181655160549
0.00526666666667,-0.632052786983,0.316469803158,-0.00180244066069
0.00533333333333,-0.609520032333,0.325015392406,-0.00168995358704
0.0054,-0.576216720314,0.330447813817,-0.00220216686967
0.00546666666667,-0.557638040512,0.327258706016,-0.00215107386514
0.00553333333333,-0.530253009877,0.332165282511,-0.00235121150622
0.0056,-0.505371120404,0.342581526039,-0.00224459046156
0.00566666666667,-0.477268375799,0.345006347246,-0.0025339635785
0.00573333333333,-0.451798252451,0.35554078493,-0.00244828902121
0.0058,-0.427334124043,0.344990153302,-0.00255466593916
0.00586666666667,-0.405884152544,0.340740518168,-0.00231839782164
0.00593333333333,-0.376997896844,0.332884348097,-0.00256101620086
0.006,-0.352083302255,0.338349223667,-0.00245856195233
0.00606666666667,-0.329370086276,0.352121273237,-0.0026578638514
0.00613333333333,-0.31046014589,0.360339964078,-0.00251007721649
0.0062,-0.271736463943,0.347073405309,-0.00278281909628
0.00626666666667,-0.251487600004,0.336705778805,-0.00270718089677
0.00633333333333,-0.227536891432,0.329225694416,-0.00266103089065
0.0064,-0.203161326592,0.324257269151,-0.00247962373483
0.00646666666667,-0.181553552202,0.323567353306,-0.00249588594195
0.00653333333333,-0.156797428606,0.312936691786,-0.002576976375
0.0066,-0.137291693508,0.306527625876,-0.00227434960613
0.00666666666667,-0.117957275998,0.299676350435,-0.00223224103969
0.00673333333333,-0.0928001124879,0.298550478561,-0.00236019653342
0.0068,-0.0812772740231,0.302195915082,-0.0021658958235
0.00686666666667,-0.059292033749,0.300127855154,-0.00215196043179
0.00693333333333,-0.0421906255635,0.293468198125,-0.00200087390094
0.007,-0.0205435521021,0.277708124346,-0.00184376015409
0.00706666666667,-0.00511070836967,0.268921330969,-0.00177134741049
0.00713333333333,0.00853467971516,0.268524270598,-0.00176245513615
0.0072,0.0234490640923,0.261222275396,-0.00189405215113
0.00726666666667,0.0335977256311,0.256678189115,-0.00156530257919
0.00733333333333,0.0460552342504,0.234786655807,-0.00167037243776
0.0074,0.058611394824,0.221952261342,-0.00171783054038
0.00746666666667,0.0642516767242,0.220375874464,-0.00140091943393
0.00753333333333,0.0714543445833,0.228580292549,-0.0015798689715
0.0076,0.0729821463775,0.228385636722,-0.00144540287649
0.00766666666667,0.0845052086528,0.207726453999,-0.00157496792393
0.00773333333333,0.0880634479579,0.193490122181,-0.00110912471817
0.0078,0.0915305327876,0.193057432004,-0.00123077749246
0.00786666666667,0.0960430126741,0.190353629,-0.00121911042327
0.00793333333333,0.0970696376611,0.172792759967,-0.00115254803506
0.008,0.093301454475,0.154103134633,-0.000818991633636
0.00806666666667,0.097580637719,0.144752106292,-0.000941767941561
0.00813333333333,0.092427063374,0.14938052098,-0.000953938030211
0.0082,0.0888262796498,0.139746435804,-0.000779459991505
0.00826666666667,0.0845304688499,0.115611525654,-0.000888261207419
0.00833333333333,0.0844970735506,0.0970631225146,-0.000678849854038
0.0084,0.0764993467277,0.0748880173105,-0.000700116373437
0.00846666666667,0.0689241753971,0.0755477154657,-0.000568050547959
0.00853333333333,0.0524769161008,0.0699610893937,-0.000365045494883
0.0086,0.038277526787,0.0469935295272,-0.000160426238607
0.00866666666667,0.0373699662376,0.027525544468,-0.000297193476766
0.00873333333333,0.0206371558285,0.0281513271254,-0.000223211543221
0.0088,0.00420540767008,0.0178282228279,-0.000211425673147
0.00886666666667,-0.00815567169251,-0.00762032864042,7.15663509888e-05
0.00893333333333,-0.0245749961096,-0.0155412451094,0.000112023040154
0.009,-0.0358676590304,-0.0244122262466,-7.15966392406e-05
0.00906666666667,-0.052781401219,-0.0289858919907,-1.36154459295e-05
0.00913333333333,-0.0699359887141,-0.0357542729515,-6.0931308194e-05
0.0092,-0.0976102230765,-0.0482670724988,0.000198538065251
0.00926666666667,-0.1110005264,-0.0690010666441,4.28452096189e-05
0.00933333333333,-0.128786357846,-0.0855102366994,-2.82445949207e-05
0.0094,-0.150765928959,-0.0932915673873,-2.06660744649e-05
0.00946666666667,-0.174578476397,-0.0951284512628,2.65450497273e-05
0.00953333333333,-0.200790707781,-0.109514103602,-3.02716472991e-05
0.0096,-0.223317159038,-0.127534357646,2.8643587506e-05
0.00966666666667,-0.241418223489,-0.145078488235,-0.000137918478344
0.00973333333333,-0.267469297043,-0.147963163645,-0.000311884177647
0.0098,-0.296838419728,-0.143401525301,8.06274056057e-05
0.00986666666667,-0.321823286842,-0.153350510695,-0.000293414444067
0.00993333333333,-0.349241083018,-0.15805536339,-0.000233764932088
0.01,-0.375836583961,-0.166269684451,-0.000259436376127
0.0100666666667,-0.400864691073,-0.165084288712,-0.00035177966044
0.0101333333333,-0.426491422667,-0.162922899762,-0.000232436177582
0.0102,-0.448101789179,-0.172113883667,-0.000431708354989
0.0102666666667,-0.479567737529,-0.175131698618,-9.42728834696e-05
0.0103333333333,-0.506094556125,-0.179935373213,-0.00030049838636
0.0104,-0.535735418003,-0.169059780852,-0.000110493853644
0.0104666666667,-0.566813470366,-0.149364052892,0.000160956826844
0.0105333333333,-0.589148297238,-0.152127575802,9.5388992972e-05
0.0106,-0.612993785496,-0.164437543616,8.97600060967e-05
0.0106666666667,-0.639852229326,-0.161847656969,0.000146657135389
0.0107333333333,-0.665269338864,-0.142934289317,0.000144459243838
0.0108,-0.691084281652,-0.129467900689,0.000177493568851
0.0108666666667,-0.717735863448,-0.126252367209,0.000368684716881
0.0109333333333,-0.737189343717,-0.132010271644,0.000188894109719
0.011,-0.76016287256,-0.12287030025,0.000351929351711
0.0110666666667,-0.788511904087,-0.107929791777,0.000449270136251
0.0111333333333,-0.81370010854,-0.104253231119,0.0004362304792
0.0112,-0.834362924095,-0.0897117740472,0.0003726135953
0.0112666666667,-0.856301075712,-0.0770192131525,0.000552481757076
0.0113333333333,-0.870217658698,-0.0665728358453,0.000456256631196
0.0114,-0.886376493163,-0.0627788917501,0.000350470288531
0.0114666666667,-0.90910707715,-0.0528296710413,0.000454202107254
0.0115333333333,-0.926233670444,-0.0394981964665,0.000576197739294
0.0116,-0.936536504403,-0.0325189305281,0.000501642674082
0.0116666666667,-0.947333455245,-0.0321410681115,0.000527164416188
0.0117333333333,-0.960202142359,-0.029978468095,0.000135747356087
0.0118,-0.979310851247,-0.00687389858456,0.000330255149792
0.0118666666667,-0.985222217177,0.016196586213,4.730858403e-05
0.0119333333333,-0.991292292137,0.0174870311459,-2.59735961368e-07
0.012,-1.00090662126,0.0104718963096,0.000171680470425
0.0120666666667,-1.00250737671,0.00841573278467,1.24287200879e-05
0.0121333333333,-1.01204336679,0.0323352059541,3.73789064271e-05
0.0122,-1.01486776865,0.0543392174074,-0.000298831053131
0.0122666666667,-1.01518847866,0.0589064486089,-0.000459665327688
0.0123333333333,-1.01720000639,0.0614891054637,-0.000453816067206
0.0124,-1.01394877922,0.0675655474027,-0.00045216090613
0.0124666666667,-1.02067310445,0.0943375980657,-0.000347640621621
0.0125333333333,-1.01550650529,0.104292307106,-0.0005331414915
0.0126,-1.00778414464,0.108779609603,-0.000510197903853
0.0126666666667,-1.00759662633,0.112152659946,-0.000616278525529
0.0127333333333,-1.00774515248,0.129983684739,-0.000437244721799
0.0128,-0.999117360168,0.147566675714,-0.000703675694437
0.0128666666667,-0.989196098722,0.16867141316,-0.000728916297727
0.0129333333333,-0.981502696297,0.183817516016,-0.000875350213637
0.013,-0.974925085546,0.204137370888,-0.000644711028442
0.0130666666667,-0.957555567718,0.206634401655,-0.00103785705685
0.0131333333333,-0.949569684803,0.221484728876,-0.00105813967248
0.0132,-0.936268701532,0.220545127635,-0.000904784522112
0.0132666666667,-0.918458517964,0.224680326055,-0.000939419823944
0.0133333333333,-0.896052197949,0.236507737763,-0.00116825969863
