t,v,u,phi
0.0,0.0,0.0,0.0
6.66666666667e-05,-0.0150583938212,-0.0183981470856,0.000139044581337
0.000133333333333,-0.0285903011132,-0.0285285865379,-0.000192260554429
0.0002,-0.0443944310078,-0.0262715049549,-2.66631164404e-06
0.000266666666667,-0.0649247012638,-0.0309045194674,0.000153913218098
0.000333333333333,-0.0804760037299,-0.0465387313119,-0.000162879242159
0.0004,-0.105215847874,-0.0648922707009,-7.66339193958e-05
0.000466666666667,-0.121283484257,-0.0842162848883,-0.000107526236502
0.000533333333333,-0.150160511218,-0.0899920961766,0.000264085575587
0.0006,-0.171575217114,-0.0953831131569,9.72109478439e-05
0.000666666666667,-0.192022951324,-0.113631307632,-0.000417448970401
0.000733333333333,-0.220237693596,-0.129626616972,2.36178519613e-05
0.0008,-0.239716938064,-0.143969917227,-3.81617700529e-05
0.000866666666667,-0.261822709478,-0.14519602279,-0.000101652177673
0.000933333333333,-0.289192145667,-0.151300138601,-0.000301033747544
0.001,-0.321278231064,-0.151961724016,-0.000193065964758
0.00106666666667,-0.348628673498,-0.156773672648,-0.000270793494889
0.00113333333333,-0.375914523904,-0.164626376265,-0.000374309771189
0.0012,-0.399671684881,-0.169799207651,-0.000382263321542
0.00126666666667,-0.428454351878,-0.16837757689,-0.000179965450545
0.00133333333333,-0.450784144146,-0.166705790956,-0.000243936235897
0.0014,-0.477564850235,-0.176267016603,-5.57818310546e-05
0.00146666666667,-0.507594797139,-0.179054752645,-0.000142697773436
0.00153333333333,-0.534617498399,-0.175544490242,1.09830175937e-05
0.0016,-0.560820961315,-0.162058864331,-2.12308490962e-05
0.00166666666667,-0.583745676706,-0.156884115953,-6.11883830164e-05
0.00173333333333,-0.607702291487,-0.161866319442,0.000177321826644
0.0018,-0.634840333448,-0.169476323901,0.000284477509142
0.00186666666667,-0.663588861868,-0.15632419963,0.000299136416117
0.00193333333333,-0.687665481596,-0.140598209707,0.000316697099336
0.002,-0.710887558417,-0.136994353176,0.000344118296441
